"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"119-000097"|"simple"|"Βιβλιοθήκη Oppa"|1|0|"visible"||"Η βιβλιοθήκη Oppa κατασκευάζεται από μοριοσανίδα υψηλής ποιότητας με επένδυση μελαμίνης, σε λευκό χρώμα. Διαθέτει οριζόντιους και κάθετους ραφιέρες, με διαστάσεις 61x22x162 εκ. και μέγιστο φορτίο 40kg. Ιδανική για κάθε χώρο, προσφέρει αντοχή και μοντέρνο design."|"78.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000097-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000097-2.jpg"|"λευκό"|"61.0"|"22.0"|"162.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Αντίκες, Διάταξη, Αποθήκευση, Μοντέρνο, Λειτουργικότητα, Οργανωτικός"
"119-000716"|"simple"|"Ραφιέρα τοίχου Duz"|1|0|"visible"||"Η ραφιέρα τοίχου Duz, χρώματος φυσικού, διαστάσεων 60x22x10 εκ, κατασκευάζεται από μοριοσανίδα με επένδυση μελαμίνης για ανθεκτικότητα. Ιδανική για την οργάνωση μικροαντικειμένων, έχει μέγιστη χωρητικότητα 15 κιλά. Η ραφιέρα παραδίδεται αμοντάριστη σε εργοστασιακή συσκευασία."|"11.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000716-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000716-2.jpg"|"φυσικό"|"60.0"|"22.0"|"10.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Οργάνωση, Αποθηκευτικός χώρος, Μοντέρνο, Λειτουργικό, Απλό, Βιβλιοθήκη"
"119-000718"|"simple"|"Ραφιέρα τοίχου Duz"|1|0|"visible"||"Αυτό το επιτοίχιο ράφι είναι κατασκευασμένο από μοριοσανίδα με επένδυση μελαμίνης υψηλής ποιότητας σε λευκό χρώμα. Διαθέτει διάσταση 60x22x10 εκ. και μπορεί να αντέξει έως 15kg. Ιδανικό για την οργάνωση μικροαντικειμένων στο σπίτι σας."|"11.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000718-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000718-2.jpg"|"λευκό"|"60.0"|"22.0"|"10.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Οργάνωση, Διακόσμηση, Αποθηκευτικός Χώρος, Μοντέρνο, Λειτουργικό, Επίχρυση"
"119-000726"|"simple"|"Τραπέζι σαλονιού Hola"|1|0|"visible"||"Το τραπέζι σαλονιού Hola Pakoworld, διαστάσεων 60x60x32 εκ, συνδυάζει κομψότητα και λειτουργικότητα. Κατασκευασμένο από μοριοσανίδα με επένδυση μελαμίνης σε χρώματα antique λευκό και ανθρακί, προσφέρει ανθεκτικότητα και αισθητική. Διαθέτει χώρο αποθήκευσης και μέγιστη φόρτιση 25kg."|"44.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000726-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000726-2.jpg"|"λευκό-ανθρακί"|"60.0"|"60.0"|"32.0"||||"μοριοσανίδα"|"Σαλόνι, Γραφείο"|"Σύγχρονο, Λειτουργικό, Διακριτικό, Επίπεδο, Αποθηκευτικό, Κομψό"
"119-000727"|"simple"|"Τραπέζι σαλονιού Hola"|1|0|"visible"||"Το τραπέζι σαλονιού Hola σε ανθρακί χρώμα, διαστάσεων 60x60x32 εκ., κατασκευάζεται από μοριοσανίδα με επένδυση μελαμίνης για ανθεκτικότητα. Διαθέτει χώρο αποθήκευσης και αντέχει έως 25 κιλά. Ιδανικό για σπίτι ή γραφείο, προσφέρει λειτουργικότητα και μοντέρνο design."|"44.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000727-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000727-2.jpg"|"ανθρακί"|"60.0"|"60.0"|"32.0"||||"μοριοσανίδα"|"Σαλόνι, Γραφείο"|"Λειτουργικό, Μοντέρνο, Λειτουργικός χώρος, Απλό, Λειτουργικός σχεδιασμός, Καθημερινή χρήση"
"119-000728"|"simple"|"Τραπέζι σαλονιού Hola"|1|0|"visible"||"Το τραπέζι σαλονιού Hola είναι ένα μοντέρνο βοηθητικό τραπέζι σε τετράγωνο σχέδιο. Κατασκευάζεται από μοριοσανίδα με επένδυση μελαμίνης, προσφέροντας αντοχή και λειτουργικότητα. Διαθέτει χώρο αποθήκευσης και μέγιστη αντοχή σε βάρος 25kg. Ιδανικό για σπίτι ή γραφείο, διαθέτει διαστάσεις 60x60x32 εκ."|"44.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000728-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000728-2.jpg"|"ανθρακί"|"60.0"|"60.0"|"32.0"||||"μοριοσανίδα"|"Σαλόνι, Γραφείο"|"Μοντέρνος σχεδιασμός, Βοηθητικό τραπέζι, Αποθηκευτικό χώρο, Λειτουργικό, Επίπεδο, Σπίτι/Γραφείο"
"119-000730"|"simple"|"Βοηθητικό τραπέζι"|1|0|"visible"||"Το Homemania τραπεζάκι/ραφιέρα σε ανθρακί χρώμα, διαστάσεων 60x20x60 εκ., προσφέρει λειτουργικότητα και κομψό design. Κατασκευασμένο από μοριοσανίδα με μελαμίνης επένδυση, είναι ιδανικό για να τοποθετηθεί δίπλα στο μπράτσο του καναπέ. Ιδανικό για σπίτι ή γραφείο, με μέγιστη αντοχή σε βάρος 20kg."|"27.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000730-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000730-2.jpg"|"ανθρακί"|"60.0"|"20.0"|"60.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Λειτουργικότητα, Διακόσμηση, Αισθητική, Σύγχρονο, Επίπεδο, Οργανωτικό"
"119-000731"|"simple"|"Βοηθητικό τραπέζι Homemania"|1|0|"visible"||"Αυτό το βοηθητικό τραπεζάκι Homemania, κατασκευασμένο από μοριοσανίδα με μελαμίνη, προσφέρει λειτουργικότητα και κομψό design για το σπίτι ή το γραφείο σας. Διαθέτει μέγιστη αντοχή σε βάρος 20kg και διαστάσεις 60x20x60 εκ. Ιδανικό για αποθήκευση μικροαντικειμένων και εύκολο στη συντήρηση."|"27.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000731-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000731-2.jpg"|"φυσικό"|"60.0"|"20.0"|"60.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Λειτουργικό, Minimalist, Αποθηκευτικό, Γραφείο, Οικιακό, Πρακτικό"
"119-000759"|"simple"|"Τραπέζι σαλονιού"|1|0|"visible"||"Επίπεδο σαλονιού Mansu: Ένα μοντέρνο τραπεζάκι για το σπίτι ή το γραφείο σας. Κατασκευασμένο από μοριοσανίδα με μελαμίνης και φέρει βοηθητικό χώρο αποθήκευσης. Διαστάσεις: 80x50x27,5 εκ. (Μέγιστη αντοχή σε βάρος 20kg)."|"52.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000759-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000759-2.jpg"|"φυσικό"|"80.0"|"50.0"|"27.0"||||"μοριοσανίδα"|"Σαλόνι, Γραφείο"|"Μοντέρνος σχεδιασμός, Λειτουργικός χώρος, Επίπεδο σαλονιού, Διαμέρισμα, Γραφείο, Αποθήκευση"
"119-000760"|"simple"|"Τραπέζι σαλονιού Mansu"|1|0|"visible"||"Τραπεζάκι σαλονιού Mansu σε ανθρακί χρώμα, ιδανικό για κάθε σαλόνι. Κατασκευασμένο από μοριοσανίδα με επένδυση μελαμίνης, διαθέτει βοηθητικό χώρο αποθήκευσης. Μέγεθος: 80x50x27,5 εκ. και μέγιστη αντοχή σε βάρος 20kg.  Απευθύνεται σε όσους αναζητούν ένα λειτουργικό και κομψό έπιπλο."|"52.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000760-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000760-2.jpg"|"ανθρακί"|"80.0"|"50.0"|"27.0"||||"μοριοσανίδα"|"Σαλόνι, Γραφείο"|"Λειτουργικό, Κομψό, Σαλόνι, Αποθηκευτικό, Επίπλωση, Διακόσμηση"
"119-000768"|"simple"|"Βοηθητικό τραπέζι Muju"|1|0|"visible"||"Το βοηθητικό τραπεζάκι Muju, σε φυσικό/ανθρακί χρώμα, είναι κατασκευασμένο από μοριοσανίδα με επένδυση μελαμίνης. Ιδανικό για τον καναπέ ή το κρεβάτι, διαθέτει μέγιστο φορτίο 10kg και διαστάσεις 40x30x57 εκ. Είναι αμοντάριστο και παραδίδεται με αναλυτικό οδηγό."|"24.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000768-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000768-2.jpg"|"φυσικό – ανθρακί"|"40.0"|"30.0"|"57.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Απαραίτητο, Κουτί, Συμβατό με χώρο διαβίσεων, Λειτουργικό, Μοντέρνο, Πρακτικό"
"119-000769"|"simple"|"Βοηθητικό τραπέζι Muju"|1|0|"visible"||"Αυτό το πρωτότυπο βοηθητικό τραπεζάκι είναι κατασκευασμένο από μοριοσανίδα με επένδυση μελαμίνης, διατίθεται σε χρώματα ανθρακί, μόκα και antique λευκό. Έχει διαστάσεις 40x30x57 εκ. και μέγιστο βάρος φόρτωσης 10 κιλά. Ιδανικό για πρωινό στο κρεβάτι!"|"24.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000769-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000769-2.jpg"|"ανθρακί-μόκα-antique λευκό"|"40.0"|"30.0"|"57.0"||||"μοριοσανίδα"|"Γραφείο, Υπνοδωμάτιο"|"Ανεξάρτητο, Βοηθητικό έπιπλο, Διακοσμητικό, Εύκολη μεταφορά, Αναπαραγωγή, Πρωινό"
"119-000770"|"simple"|"Βιβλιοθήκη Oppa"|1|0|"visible"||"Η βιβλιοθήκη Oppa προσφέρει μοντέρνο design και ανθεκτικότητα. Κατασκευασμένη από μοριοσανίδα με επένδυση μελαμίνης, διαθέτει οριζόντιες και κάθετες ραφιέρες, προσφέροντας εντυπωσιακό αποτέλεσμα. Διαστάσεις: 61x22x162 εκ. και αντοχή έως 40kg."|"78.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000770-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000770-2.jpg"|"σκούρο φυσικό"|"61.0"|"22.0"|"162.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Μοντέρνος σχεδιασμός, Αποθηκευτικός χώρος, Οργανωτικός χώρος, Λειτουργικό, Δυναμική, Αποθήκευση"
"119-000773"|"simple"|"Ραφιέρα"|1|0|"visible"||"Η ραφιέρα Paralel είναι κατασκευασμένη από μοριοσανίδα με επένδυση μελαμίνης, διαθέσιμη σε λευκό χρώμα.  Έχει διαστάσεις 70x22x65,5 εκ. και προσφέρει μια μοντέρνα επίχρισή για τον χώρο σας.  Κατασκευασμένη για μέγιστη αντοχή (15kg) και ιδανική για οικιακή χρήση. Παραδόθηκε αμοντάριστη."|"33.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-000773-1.jpg, https://www.pakoworld.com/image/catalog/products/119-000773-2.jpg"|"λευκό"|"70.0"|"22.0"|"65.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Μοντέρνο, Οικιακό, Αποθήκευση, Εργονομικό, Απλό, Λειτουργικό"
